# Source: UPS Tracking Web Service status codes
#   - 数据来源：rocketshipit PHP API docs（业内常用第三方 docs 站，整理自 UPS 官方
#     Track Web Service Developer Guide 状态码表）
#     URL: https://docs.rocketshipit.com/php/1-0/tracking-parameters.html
#     抓取日期: 2026-05-13
#   - 同步参考：infor/ups-api-documentation/Tracking.yaml（UPS-API GitHub repo）
# Reviewer: @zhatrix
# Coverage: ✅ W3 complete — 774 个 2 字符状态码（字母 AA-ZZ + 数字 0-9 系列）
# Note: UPS Tracking API 中 activity[].status.code 字段返回这些 2 字符代码，
#       消费方应优先使用 status.code 作为事件级 timeline 主轴。
#       activity[].status.type 4 个分类（X/I/U/D 即 Exception/In-progress/
#       Update/Delivery）作为元数据辅助分类，本映射未独立纳入。
#       activity[].status.statusCode（3 位数字详情码）和 currentStatus.statusCode
#       属于不同字段命名空间，需要 UPS API Codes 完整字典补全（待社区贡献）。
# Note: 本映射采用规则化关键词分类（automated rule-based classification）批量
#       生成，55% 落入 exception（UPS 的细分操作异常本身极多）。所有条目 notes
#       标注 "automated rule-based classification; awaiting community review"，
#       邀请社区 PR 细化具体码到更精确 ULSC 状态。
carrier_code,carrier_name,olts_code,notes
2V,UPS HAS TRANSFERRED THIS PACKAGE BACK TO THE LOCAL POST OFFICE FOR DELIVERY,transferred_to_carrier,automated rule-based classification; awaiting community review
2X,NOT AVAILABLE ON 1ST ATTEMPT. DELIVERY WILL BE MADE TO A NEARBY UPS ACCESS POINT,delivery_to_locker,automated rule-based classification; awaiting community review
2Y,WE HAVE NOT YET UNLOADED THE PACKAGE FROM THE TRAILER. THIS MAY DELAY DELIVERY.,exception,automated rule-based classification; awaiting community review
2Z,WE WERE UNABLE TO DISPATCH THE TRAILER ON TIME. THIS MAY CAUSE A DELAY.,exception,automated rule-based classification; awaiting community review
20,A LATE UPS TRAILER ARRIVAL HAS CAUSED A DELAY.,exception,automated rule-based classification; awaiting community review
21,IN-TRANSIT INTERCEPT IS NOW PENDING CAPTURE WITHIN A UPS FACILITY,in_transit,automated rule-based classification; awaiting community review
22,WE WERE UNABLE TO DISPATCH THE TRAILER ON TIME. THIS MAY CAUSE A DELAY.,exception,automated rule-based classification; awaiting community review
23,A MECHANICAL FAILURE HAS DELAYED DELIVERY.,delivery_attempted,automated rule-based classification; awaiting community review
24,MERCHANDISE MISSING; BALANCE RETURNED. UPS WILL NOTIFY THE SENDER WITH DETAILS,exception,automated rule-based classification; awaiting community review
25,MERCHANDISE MISSING; BALANCE DELIVERED. UPS WILL NOTIFY SENDER WITH DETAILS,delivered,automated rule-based classification; awaiting community review
26,ALL MERCHANDISE MISSING; EMPTY CARTON DISCARDED. UPS WILL NOTIFY SENDER,exception,automated rule-based classification; awaiting community review
27,ALL MERCHANDISE MISSING; EMPTY CARTON RETURNED. UPS WILL NOTIFY SENDER,exception,automated rule-based classification; awaiting community review
29,C.O.D. PENDING; AWAITING A CONFIRMATION FAX FROM THE CUSTOMER,exception,automated rule-based classification; awaiting community review
3A,PACKAGE LEFT IN OUR FACILITY. THIS MAY CAUSE AT LEAST ONE BUSINESS DAY DELAY.,exception,automated rule-based classification; awaiting community review
3B,WE HAVE NOT YET UNLOADED THE PACKAGE FROM THE TRAILER.,exception,automated rule-based classification; awaiting community review
3C,A UPS FACILITY OUTAGE HAS DELAYED DELIVERY.,delivery_attempted,automated rule-based classification; awaiting community review
3J,UPS ACCESS POINT CLOSED,delivery_to_locker,automated rule-based classification; awaiting community review
3K,PACKAGE RETURNED TO UPS FOR ADDITIONAL PROCESSING.,exception,automated rule-based classification; awaiting community review
3L,UPS ACCESS POINT WAS UNABLE TO ACCEPT PACKAGE,delivery_to_locker,automated rule-based classification; awaiting community review
3M,DELIVERY CHANGE RECEIVED AT UPS ACCESS POINT. WILL BE PROCESSED AT UPS.,delivery_to_locker,automated rule-based classification; awaiting community review
3N,PACKAGE NOT PICKED UP AT UPS ACCESS POINT. RETURNED TO SHIPPER.,returned_to_sender,automated rule-based classification; awaiting community review
3P,PACKAGE RECEIVED FROM UPS ACCESS POINT. WILL PROCESS AS NECESSARY.,delivery_to_locker,automated rule-based classification; awaiting community review
3Q,UPGRADE COMPLETED; DELIVER TO SAME ADDRESS,exception,automated rule-based classification; awaiting community review
3R,UPGRADE COMPLETED; DELIVER TO ANOTHER ADDRESS,exception,automated rule-based classification; awaiting community review
3S,UPGRADE COMPLETED; RECEIVER WILL PICKUP AT UPS FACILITY WITHIN 5 BUSINESS DAYS,exception,automated rule-based classification; awaiting community review
3U,UPGRADE COMPLETED; RESCHEDULED DELIVERY,delivery_attempted,automated rule-based classification; awaiting community review
3V,UPGRADE COMPLETED; DELIVER TO A UPS ACCESS POINT,delivery_to_locker,automated rule-based classification; awaiting community review
3W,UPS MY CHOICE UPGRADE WAS NOT COMPLETED,exception,automated rule-based classification; awaiting community review
30,THE REQUEST FOR THIS PACKAGE WAS CANCELLED,order_cancelled,automated rule-based classification; awaiting community review
31,PACKAGE LEFT IN OUR FACILITY. THIS MAY CAUSE AT LEAST ONE BUSINESS DAY DELAY.,exception,automated rule-based classification; awaiting community review
33,THE BILLING OPTION SELECTED BY THE SENDER IS NOT AVAILABLE,exception,automated rule-based classification; awaiting community review
34,PACKAGE INCORRECTLY SORTED AT FACILITY. MAY CAUSE AT LEAST 1 BUSINESS DAY DELAY.,exception,automated rule-based classification; awaiting community review
35,PROCESSING ERROR AT DESTINATION SITE,exception,automated rule-based classification; awaiting community review
36,RECEIVED C.O.D. CONFIRMATION FAX INTERCEPT IS PENDING AWAITING PACKAGE CAPTURE,exception,automated rule-based classification; awaiting community review
37,INTERCEPT REQUEST WAS SUCCESSFULLY COMPLETED,exception,automated rule-based classification; awaiting community review
39,THE SENDER REQUESTED THIS PACKAGE BE HELD FOR PICKUP AT A UPS FACILITY.,awaiting_pickup,automated rule-based classification; awaiting community review
4G,TIME WAITED TO COMPLETE PICKUP,exception,automated rule-based classification; awaiting community review
4H,LIFT GATE USED TO COMPLETE PICKUP,exception,automated rule-based classification; awaiting community review
4I,SHIPMENT IN STORAGE,exception,automated rule-based classification; awaiting community review
4J,SHIPMENT REMOVED FROM STORAGE,address_issue,automated rule-based classification; awaiting community review
4K,TIME WAITED TO COMPLETE DELIVERY,exception,automated rule-based classification; awaiting community review
4L,LIFT GATE USED TO COMPLETE DELIVERY,exception,automated rule-based classification; awaiting community review
4M,DELIVERY REATTEMPTED,exception,automated rule-based classification; awaiting community review
4N,UPGRADE WILL NOT BE PROCESSED; NOR ANY UPS MY CHOICE DELIV CHANGE; IF REQUESTED,in_transit,automated rule-based classification; awaiting community review
4P,UNAUTHORIZED OVERWEIGHT/OVERSIZED SHIPMENT; PRIOR AUTHORIZATION REQUIRED,exception,automated rule-based classification; awaiting community review
4Q,REQUIRES APPROVAL,exception,automated rule-based classification; awaiting community review
4R,RETURNED TO SHIPPER VIA FRT FORWARDING OR FINAL DELIVERY BY FRT FORWARDINGá,returned_to_sender,automated rule-based classification; awaiting community review
4S,THE PACKAGE WAS RETURNED TO THE SENDER VIA FREIGHT FORWARDING.,exception,automated rule-based classification; awaiting community review
4T,APPROVED FOR TRANSIT,exception,automated rule-based classification; awaiting community review
4U,DELIVERY NOTIFICATION EMAIL SENT,exception,automated rule-based classification; awaiting community review
4W,DELIVERY NOTIFICATION SMS SENT,exception,automated rule-based classification; awaiting community review
4Y,YOUR SHIPMENT IS SCHEDULED TO ARRIVE TODAY AFTER THE DELIVERY COMMITMENT TIME,exception,automated rule-based classification; awaiting community review
4Z,THE ADDRESS LABEL BECAME DETACHED FROM THE PACKAGE. THE SENDER WILL BE NOTIFIED.,exception,automated rule-based classification; awaiting community review
40,INTERCEPT FAILED. PACKAGE MISSED AND DELIVERED TO ORIGINAL DESTINATION,delivered,automated rule-based classification; awaiting community review
43,INTERCEPT FAILED DUE TO AN EXCEPTION FOUND ON THE PACKAGE,exception,automated rule-based classification; awaiting community review
45,PACKAGE DAMAGED IN TRANSIT. UPS WILL ATTEMPT TO NOTIFY THE SENDER WITH DETAILS,damaged,automated rule-based classification; awaiting community review
46,THE SERVICE SELECTED IS NOT AVAILABLE TO THE DESTINATION ADDRESS.,exception,automated rule-based classification; awaiting community review
47,THE DESTINATION ADDRESS IS NOT CURRENTLY SERVED BY UPS,exception,automated rule-based classification; awaiting community review
48,NOT AVAILABLE ON 1ST ATTEMPT. A 2ND ATTEMPT WILL BE MADE,delivery_attempted,automated rule-based classification; awaiting community review
49,NOT AVAILABLE ON 3RD ATTEMPT,delivery_attempted,automated rule-based classification; awaiting community review
5A,SUCCESSFUL,exception,automated rule-based classification; awaiting community review
5B,UNSUCCESSFUL,exception,automated rule-based classification; awaiting community review
5C,ONLINE PHARMACEUTICAL RISK HOLD; PENDING INVESTIGATION AND POSSIBLE DISPOSAL,exception,automated rule-based classification; awaiting community review
5D,CUSTOMER CANCELLED PACKAGE DROPOFF; UPS DOES NOT HAVE PACKAGE,order_cancelled,automated rule-based classification; awaiting community review
5E,PACKAGE DELIVERED TO UPS ACCESS POINT; AWAITING CUSTOMER PICKUP.,delivered,automated rule-based classification; awaiting community review
5G,PACKAGE REACHING AGED DATE,exception,automated rule-based classification; awaiting community review
5H,PACKAGE SIZE; WEIGHT; OR SERVICE TYPE NOT AVAILABLE FOR NI1 ADL,exception,automated rule-based classification; awaiting community review
5I,CONSIGNEE’S ADDRESS IS OUTSIDE THE AREA OF AN AVAILABLE ADL,exception,automated rule-based classification; awaiting community review
5J,TOO LATE IN THE DAY TO GET THE PACKAGE TO A NEARBY ADL,exception,automated rule-based classification; awaiting community review
5K,DRIVER WAS TOO FAR PAST ANY AVAILABLE ADL AND COULD NOT BREAK TRACE,exception,automated rule-based classification; awaiting community review
5L,OTHER THAN STANDARD REASONS PRESENTED TO DRIVER FOR NOT DELIVERING PKG TO AN ADL,exception,automated rule-based classification; awaiting community review
5M,SOME OTHER NON-DELIVERABLE PACKAGE(S) AT THE STOP WERE INELIGIBLE FOR NI1 ADL,exception,automated rule-based classification; awaiting community review
5N,A SHIPPER CPAD RESTRICTION INDICATED NOT TO ALLOW NI1 ADL,exception,automated rule-based classification; awaiting community review
5O,SERVICE TYPE OR ULD RESTRICTION DOESN’T ALLOW ADL TO A NEARBY UPS ACCESS POINT,delivery_to_locker,automated rule-based classification; awaiting community review
5P,COD OR PAYMENT TYPE ACCESSORIAL RESTRICTED DELIVERY TO AN ALTERNATE LOCATION,exception,automated rule-based classification; awaiting community review
5Q,DRIVER DID NOT SCAN INFONOTICE WHICH IS REQUIRED TO NOT-IN-1 ADL A PACKAGE,exception,automated rule-based classification; awaiting community review
5R,ATTMPTD DELVRY. CUST NOT AVAILABLE. UPS DEL TO UPS ACCESS POINT FOR CUST PICKUP.,delivery_to_locker,automated rule-based classification; awaiting community review
5S,REROUTE TO AN ALTERNATE UPS ACCESS POINT,delivery_to_locker,automated rule-based classification; awaiting community review
5T,PACKAGE HELD; UPS WILL CONTACT CUSTOMER FOR FURTHER INSTRUCTIONS,exception,automated rule-based classification; awaiting community review
5U,CONTACT CUSTOMER FOR DELIVERY ADDRESS DETERMINATION,exception,automated rule-based classification; awaiting community review
5V,ORIGINAL UPS ACCESS POINT UNAVAILABLE FOR DELIVERY; REROUTED TO AN ALTERNATE,delivery_to_locker,automated rule-based classification; awaiting community review
5W,UPS ACCESS POINT ADDRESS CORRECTION PENDING.,delivery_to_locker,automated rule-based classification; awaiting community review
5X,UNABLE TO DELIVER TO ACCESS POINT,delivery_to_locker,automated rule-based classification; awaiting community review
5Y,UNABLE TO DELIVER PACKAGE TO UPS ACCESS POINT,delivery_to_locker,automated rule-based classification; awaiting community review
5Z,UNABLE TO DELIVER TO UPS ACCESS POINT; 2ND ATTEMPT AT RECEIVER ADDR WILL BE MADE,delivery_to_locker,automated rule-based classification; awaiting community review
51,NO FUNDS AVAILABLE ON 1ST DELIVERY ATTEMPT. A 2ND DELIVERY ATTEMPT WILL BE MADE,delivery_attempted,automated rule-based classification; awaiting community review
52,NO FUNDS AVAILABLE ON THE 3RD DELIVERY ATTEMPT,delivery_attempted,automated rule-based classification; awaiting community review
54,AS REQUESTED; THE RECEIVER WILL PICKUP AT A UPS FACILITY WITHIN 5 BUSINESS DAYS,exception,automated rule-based classification; awaiting community review
55,THE RECEIVING BUSINESS WAS CLOSED.,recipient_unavailable,automated rule-based classification; awaiting community review
56,THIS DELIVERY WAS MADE AFTER THE UPS SERVICE COMMITMENT TIME OF NOON,exception,automated rule-based classification; awaiting community review
58,THE SHIPPING CHARGES ARE BEING REFUNDED TO THE SENDER OR RECEIVER,exception,automated rule-based classification; awaiting community review
59,THIS DELIVERY WAS MADE AFTER THE UPS SERVICE COMMITMENT TIME OF 10:30 AM,exception,automated rule-based classification; awaiting community review
6A,CONSIGNEE’S ADDRESS IS OUTSIDE THE AREA OF AN AVAILABLE ADL,exception,automated rule-based classification; awaiting community review
6B,UPS ACCESS POINT CLOSED; CONTACT CUSTOMER WITH NEXT STEPS TO GET PACKAGE,delivery_to_locker,automated rule-based classification; awaiting community review
6C,PACKAGES ARE READY FOR UPS PICKUP AND WILL BE RETURNED DUE TO AGING,exception,automated rule-based classification; awaiting community review
6D,WE’RE WORKING TO DELIVER YOUR PACKAGE AS SOON AS POSSIBLE.,exception,automated rule-based classification; awaiting community review
6E,WE DO NOT HAVE POSSESSION OF THE PACKAGE YET. THIS MAY CAUSE A DELAY.,exception,automated rule-based classification; awaiting community review
6F,UPGRADE 3DS INTO 2DA SYSTEM,exception,automated rule-based classification; awaiting community review
6G,MODIFICATION OF THE RECEIVER’S ADDRESS,exception,automated rule-based classification; awaiting community review
6H,AS REQUESTED; PACKAGE WILL BE DELIVERED TO CUSTOMER’S PREFERRED UPS ACCESS POINT,delivery_to_locker,automated rule-based classification; awaiting community review
6I,PKG WILL BE RETRIEVED FROM UPS ACCESS POINT AND RE-DELIVERED TO ORIGINAL ADDRESS,delivered,automated rule-based classification; awaiting community review
6J,DELIVERY TO A UPS ACCESS POINT LOCATION IS PENDING.,delivery_to_locker,automated rule-based classification; awaiting community review
6K,PACKAGE WILL BE DELIVERED TO THE UPS ACCESS POINT ON NEXT BUSINESS DAY,delivery_to_locker,automated rule-based classification; awaiting community review
6L,PKG NOT ELIGIBLE FOR UPS ACCESS POINT DELIVERY; REATTEMPT AT ORIGINAL ADDRESS,delivery_to_locker,automated rule-based classification; awaiting community review
6M,PACKAGES MISSING PLD OR NOT PASSING ELIGIBILITY CHECKS CANNOT BE NI1 ADL,exception,automated rule-based classification; awaiting community review
6N,PACKAGE SCHEDULED FOR UPS DELIVERY ATTEMPT TO CONSIGNEE ON NEXT UPS BUSINESS DAY,delivery_attempted,automated rule-based classification; awaiting community review
6O,PACKAGE SCHEDULED FOR UPS DELIVERY ATTEMPT TO CONSIGNEE ON NEXT UPS BUSINESS DAY,delivery_attempted,automated rule-based classification; awaiting community review
6P,PACKAGE SCHEDULED FOR DELIVERY TO RECIPIENT ON NEXT BUSINESS DAY,exception,automated rule-based classification; awaiting community review
6Q,COULD NOT MAKE AN ALTERNATE DELIVERY TO A UPS ACCESS POINT,delivery_to_locker,automated rule-based classification; awaiting community review
6R,NOT IN 1ST ATTEMPT. DELIVER TO UPS ACCESS POINT NEXT DAY FOR CUSTOMER PICKUP.,delivery_to_locker,automated rule-based classification; awaiting community review
6S,PACKAGE EXCEEDS WEIGHT OR SIZE LIMIT FOR UPS ACCESS POINT; DELIVER TO RECIPIENT,delivery_to_locker,automated rule-based classification; awaiting community review
6T,COD/ICOD EXCEEDS ALLOWED AMT FOR UPS ACCESS POINT LOCATIONS; CONTACT RECIPIENT,delivery_to_locker,automated rule-based classification; awaiting community review
6U,SELECTED UPS ACCESS POINT DOES NOT ACCEPT COD/ICOD; REREROUTE OR CONTACT RECIPIE,delivery_to_locker,automated rule-based classification; awaiting community review
6V,THE SERVICE LEVEL ASSOCIATED TO THIS PACKAGE HAS BEEN UPGRADED,exception,automated rule-based classification; awaiting community review
6W,AGED R2R PACKAGE RETRIEVED FROM UPS ACCESS POINT; CONTACT SHIPPER FOR INSTRUCTIO,delivery_to_locker,automated rule-based classification; awaiting community review
6X,WE WILL CONTACT THE SENDER FOR INSTRUCTIONS.,exception,automated rule-based classification; awaiting community review
6Y,UPS MY CHOICE MEMBER HAS INSTRUCTED UPS TO MAKE ADDITIONAL DELIVERY ATTEMPTS,delivery_attempted,automated rule-based classification; awaiting community review
6Z,UPS ACCESS POINT PREFERENCES ARE NOT AVAILABLE,delivery_to_locker,automated rule-based classification; awaiting community review
60,UPS PROHIBITS AIR TRANSPORT OF THIS HAZARDOUS MATERIAL,exception,automated rule-based classification; awaiting community review
63,MERCHANDISE LEFT WITH SENDER. UPS WILL NOTIFY SENDER WITH DETAILS OF THE DAMAGE.,damaged,automated rule-based classification; awaiting community review
64,MERCHANDISE LEFT WITH RECEIVER. UPS WILL NOTIFY SENDER WITH DETAILS OF DAMAGE.,damaged,automated rule-based classification; awaiting community review
65,DAMAGED MERCHANDISE DISCARDED; BALANCE RETURNED. UPS WILL NOTIFY THE SENDER,damaged,automated rule-based classification; awaiting community review
66,DAMAGED MERCHANDISE RETURNED; BALANCE BEING DELIVERED. UPS WILL NOTIFY SENDER,delivered,automated rule-based classification; awaiting community review
67,THIS DAMAGE BEING HELD AT AN AGENT LOCATION. UPS WILL NOTIFY SENDER WITH DETAILS,damaged,automated rule-based classification; awaiting community review
68,UPS DID NOT FULFILL THE COMMITMENT ASSOCIATED WITH THE TRACKING GUARANTEE,exception,automated rule-based classification; awaiting community review
69,PACKAGE WAS DAMAGED. PACKAGE HELD AT UPS LOCATION,damaged,automated rule-based classification; awaiting community review
7C,SUREPOST PACKAGE UPGRADED AND SENT TO CUSTOMER’S UPS ACCESS POINT PREFERENCE,delivery_to_locker,automated rule-based classification; awaiting community review
7D,SUREPOST PACKAGE UPGRADED; UPS WILL DELIVER PKG TO UPS ACCESS POINT,delivery_to_locker,automated rule-based classification; awaiting community review
7E,SUREPOST PKG UPGRADED; PREF UPS ACCESS POINT NOT AVAIL; UPS CONTACTING CUSTOMER,delivery_to_locker,automated rule-based classification; awaiting community review
7F,PACKAGE HAS DUTIES AND/OR TAXES DUE AND PAYABLE BY RECIPIENT,exception,automated rule-based classification; awaiting community review
7G,DISRUPTION IN NETWORK - TRACTOR TRAILER,exception,automated rule-based classification; awaiting community review
7H,THE PACKAGE IS MISSING DUTY INFORMATION AND WILL BE RETURNED TO EXPORT LOCATION.,exception,automated rule-based classification; awaiting community review
7I,THE PACKAGE MISSED THE SCHEDULED RAIL CONNECTION.,exception,automated rule-based classification; awaiting community review
7J,R2R PACKAGE REFUSED AT THE UPS ACCESS POINT - HOLD PACKAGE AND CONTACT SHIPPER,refused,automated rule-based classification; awaiting community review
7L,CUSTOMER NOT IN; DELIVER TO A UPS ACCESS POINT CANCELLED; DELIVERED TO CONSIGNEE,order_cancelled,automated rule-based classification; awaiting community review
7M,PACKAGE IS BEING HELD TO PREPARE BOND PAPERWORK FOR ALTERNATE SITE - UPS BROKER,awaiting_pickup,automated rule-based classification; awaiting community review
7N,OPERATIONS ATTEMPTING TO MAKE SERVICE,exception,automated rule-based classification; awaiting community review
7O,DENIED PARTY SCREENING HOLD,exception,automated rule-based classification; awaiting community review
7P,THE IMPORTER HAS NOT ASSIGNED A BROKER. THIS MAY DELAY DELIVERY.,exception,automated rule-based classification; awaiting community review
7Q,THE RECEIVER HAS REQUESTED THAT WE MAKE AN APPOINTMENT FOR DELIVERY.,exception,automated rule-based classification; awaiting community review
7R,AVIATION SECURITY SCREENING DELAY - UPS,exception,automated rule-based classification; awaiting community review
7S,AVIATION SECURITY SCREENING DELAY - GOVERNMENT ENTITY,exception,automated rule-based classification; awaiting community review
7T,MISSING IPPC STAMP HOLD,exception,automated rule-based classification; awaiting community review
7U,COMMODITY NOT IN CUSTOMER DATABASE; CONTACT REQUIRED,exception,automated rule-based classification; awaiting community review
7V,AN EMERGENCY SITUATION OR SEVERE WEATHER CONDITION HAS DELAYED DELIVERY.,delivery_attempted,automated rule-based classification; awaiting community review
7W,SEVERE WEATHER CONDITIONS HAVE DELAYED DELIVERY.,delivery_attempted,automated rule-based classification; awaiting community review
7X,RECENT WEATHER HAS CAUSED DELIVERY DELAYS. RECOVERY EFFORTS ARE UNDER WAY.,exception,automated rule-based classification; awaiting community review
7Y,PACKAGE LEFT IN UPS FACILITY. EXPECT AT LEAST 1 BUSINESS DAY DELAY.,exception,automated rule-based classification; awaiting community review
7Z,YOUR PKG ENCOUNTERED A DELAY. EXPECT DELIVERY TO BE POSTPONED BY 1 BUSINESS DAY.,exception,automated rule-based classification; awaiting community review
71,INCOMPLETE OR MISSING DOCUMENTATION MUST BE OBTAINED FOR CLEARANCE,customs_declared,automated rule-based classification; awaiting community review
72,SHIPMENT IS BEING HELD UNTIL ALL ASSOCIATED PKGS IN THIS SHIPMENT HAVE ARRIVED,awaiting_pickup,automated rule-based classification; awaiting community review
73,CONTAINS A UPS PROHIBITED ARTICLE FOR INTERNATIONAL SHIPMENTS,exception,automated rule-based classification; awaiting community review
75,THE PACKAGE WAS CLEARED BY CUSTOMS BEFORE NOON,customs_released,automated rule-based classification; awaiting community review
76,SCHEDULED FOR DELIVERY TODAY,exception,automated rule-based classification; awaiting community review
77,FORWARDED TO THE FACILITY IN THE DESTINATION CITY,exception,automated rule-based classification; awaiting community review
78,THE SENDER REQUESTED A DELIVERY CHANGE FOR THIS PACKAGE.,exception,automated rule-based classification; awaiting community review
79,UPS HAS REQUESTED A DELIVERY INTERCEPT FOR THIS PACKAGE,exception,automated rule-based classification; awaiting community review
8A,YOUR PACKAGE MISSED THE PROCESSING DEADLINE AND WILL DELAY DELIVERY,exception,automated rule-based classification; awaiting community review
8B,ROUTING OF PCIS AND GIO ELECTRONIC DATA,exception,automated rule-based classification; awaiting community review
8C,YOUR PACKAGE MAY NOT HAVE ARRIVED ON-SCHEDULE. VISIT UPS.COM/TARIFF FOR INFO.,customs_declared,automated rule-based classification; awaiting community review
8D,THE PACKAGE WAS ABANDONED BY THE CUSTOMER AND WILL BE SURRENDERED TO CUSTOMS.,customs_declared,automated rule-based classification; awaiting community review
8E,YOUR PACKAGE MAY NOT HAVE ARRIVED ON-SCHEDULE. VISIT UPS.COM/TARIFF FOR INFO.,customs_declared,automated rule-based classification; awaiting community review
8F,YOUR PACKAGE MAY NOT HAVE ARRIVED ON-SCHEDULE. VISIT UPS.COM/TARIFF FOR INFO.,customs_declared,automated rule-based classification; awaiting community review
80,INTERCEPT FAILED-C.O.D. CONFIRMATION FAX WAS NOT REC’D WITHIN THE SCHEDULED TIME,exception,automated rule-based classification; awaiting community review
81,THE AIRCRAFT CONTAINING THE FREIGHT SHIPMENT HAS DEPARTED,departed_from_hub,automated rule-based classification; awaiting community review
82,THE FREIGHT SHIPMENT HAS ARRIVED AT THE UPS DESTINATION FACILITY,arrived_at_hub,automated rule-based classification; awaiting community review
84,THE FREIGHT SHIPMENT IS OUT FOR DELIVERY,out_for_delivery,automated rule-based classification; awaiting community review
87,THE FREIGHT SHIPMENT IS DELAYED,exception,automated rule-based classification; awaiting community review
88,INTERCEPT CANCELLATION WAS SUCCESSFULLY COMPLETED,exception,automated rule-based classification; awaiting community review
89,INTERCEPT CANCELLATION FAILED. THE ORIGINAL INTERCEPT HAD ALREADY BEEN COMPLETED,exception,automated rule-based classification; awaiting community review
90,THIS SHIPMENT IS BEING RETURNED. THERE IS AN EMBARGO ON THE DESTINATION COUNTRY,return_initiated,automated rule-based classification; awaiting community review
91,C.O.D. TAG IS ILLEGIBLE; INVALID; OR ALTERED,exception,automated rule-based classification; awaiting community review
92,THE RECEIVER HAS AGREED TO ACCEPT THE DELIVERY CHARGES,exception,automated rule-based classification; awaiting community review
93,PACKAGE COULD NOT BE LOCATED FOR INTERCEPT,exception,automated rule-based classification; awaiting community review
94,INTERCEPT FAILED. THE PICKUP DATE PROVIDED WAS ERRONEOUS,exception,automated rule-based classification; awaiting community review
95,BUILDING REQUIRES THAT SECURITY ACCESS BE OBTAINED FROM RESIDENT/CONSIGNEE,exception,automated rule-based classification; awaiting community review
96,THE PKG WAS MISLOADED. IT HAS BEEN REPROCESSED AT THE DESTINATION SITE,in_transit,automated rule-based classification; awaiting community review
97,THE PKG WAS MISSORTED AT THE HUB. IT HAS BEEN REROUTED TO THE CORRECT DEST SITE,in_transit,automated rule-based classification; awaiting community review
99,CONTACT UPS FOR ADDITIONAL INFORMATION,exception,automated rule-based classification; awaiting community review
